StateCount, 0AvgG, 1AvgG, 0AvgE, 1AvgE, 0AvgB, 1AvgB, 0VarG, 1VarG, 0VarE, 1VarE, 0VarB, 1VarB
50,0.003992015968063872,0.003952095808383234,0.003976238508650789,0.003936792019280512
101,0.015968063872255488,0.015968063872255488,0.06361981613841262,0.06362234587480174
501,0.3910578842315369,0.3910179640718563,0.4513232850041065,0.45132649934395996
1001,1.7742115768463074,1.774131736526946,0.7952788805398504,0.7953085954260094
5001,6.235289421157685,6.234850299401198,3.4827419917640072,3.481974676013912
10001,12.586027944111777,12.585349301397205,8.64310390755875,8.642671136662765
50001,62.358363273453094,62.35453093812375,73.66808946042603,73.62584690085319
100001,113.31572854291417,113.31065868263472,79.7082479521774,79.70395415477405
500001,745.7923353293413,745.7499401197605,4852.477692857329,4848.679592829238
1000001,1520.4300199600798,1520.3632335329341,18755.304316539183,18755.123771406128
