StateCount, 0AvgP, 1AvgP, 0VarP, 1VarP
50,0.3975,0.3825,0.32530701754385966,0.2472600345477387
101,0.055,0.0525,0.05210526315789474,0.04999239949748743
501,0.005,0.005,0.004987468671679198,0.004999937185929649
1001,0.0075,0.0075,0.007462406015037595,0.0074810144472361815
5001,0.0,0.0,0.0,0.0
10001,0.0475,0.0475,0.727061403508772,0.7288825219849246
50001,0.0625,0.0625,1.5625,1.5664160646984924
100001,0.15,0.15,8.413533834586467,8.434616834170853
500001,0.0,0.0,0.0,0.0
